Entity,Code,Year,Population
Tajikistan,TJK,1977,3587000
Tajikistan,TJK,1978,3688000
Tajikistan,TJK,1979,3794000
Tajikistan,TJK,1980,3905000
Tajikistan,TJK,1981,4021000
Tajikistan,TJK,1982,4140000
Tajikistan,TJK,1983,4265000
Tajikistan,TJK,1984,4398000
Tajikistan,TJK,1985,4538000
Tajikistan,TJK,1986,4687000
Tajikistan,TJK,1987,4844000
Tajikistan,TJK,1988,5001000
Tajikistan,TJK,1989,5150000
Tajikistan,TJK,1990,5284000
Tajikistan,TJK,1991,5401000
Tajikistan,TJK,1992,5502000
Tajikistan,TJK,1993,5593000
Tajikistan,TJK,1994,5679000
Tajikistan,TJK,1995,5765000
Tajikistan,TJK,1996,5851000
Tajikistan,TJK,1997,5938000
Tajikistan,TJK,1998,6027000
Tajikistan,TJK,1999,6120000
Tajikistan,TJK,2000,6216000
Tajikistan,TJK,2001,6319000
Tajikistan,TJK,2002,6427000
Tajikistan,TJK,2003,6542000
Tajikistan,TJK,2004,6662000
Tajikistan,TJK,2005,6789000
Tajikistan,TJK,2006,6923000
Tajikistan,TJK,2007,7063000
Tajikistan,TJK,2008,7210000
Tajikistan,TJK,2009,7365000
Tajikistan,TJK,2010,7527000
Tajikistan,TJK,2011,7698000
Tajikistan,TJK,2012,7875000
Tajikistan,TJK,2013,8060000
Tajikistan,TJK,2014,8253000
Tajikistan,TJK,2015,8454000
Tajikistan,TJK,2016,8664000
Tajikistan,TJK,2017,8880000
Tajikistan,TJK,2018,9101000
Tajikistan,TJK,2019,9321000
Tanzania,TZA,1901,3988091
Tanzania,TZA,1902,4001485
Tanzania,TZA,1903,4015009
Tanzania,TZA,1904,4028578
Tanzania,TZA,1905,4042192
Tanzania,TZA,1906,4055853
Tanzania,TZA,1907,4069441
Tanzania,TZA,1908,4083193
Tanzania,TZA,1909,4096992
Tanzania,TZA,1910,4110837
Tanzania,TZA,1911,4124695
Tanzania,TZA,1912,4138634
Tanzania,TZA,1913,4152619
Tanzania,TZA,1914,4166652
Tanzania,TZA,1915,4180732
Tanzania,TZA,1916,4194860
Tanzania,TZA,1917,4209035
Tanzania,TZA,1918,4224153
Tanzania,TZA,1919,4239100
Tanzania,TZA,1920,4254100
Tanzania,TZA,1921,4293675
Tanzania,TZA,1922,4358421
Tanzania,TZA,1923,4448947
Tanzania,TZA,1924,4541353
Tanzania,TZA,1925,4635678
Tanzania,TZA,1926,4731963
Tanzania,TZA,1927,4830247
Tanzania,TZA,1928,4930573
Tanzania,TZA,1929,5032983
Tanzania,TZA,1930,5137519
Tanzania,TZA,1931,5247327
Tanzania,TZA,1932,5362584
Tanzania,TZA,1933,5483476
Tanzania,TZA,1934,5607093
Tanzania,TZA,1935,5733497
Tanzania,TZA,1936,5862751
Tanzania,TZA,1937,5994918
Tanzania,TZA,1938,6130065
Tanzania,TZA,1939,6268259
Tanzania,TZA,1940,6409568
Tanzania,TZA,1941,6554063
Tanzania,TZA,1942,6701815
Tanzania,TZA,1943,6852898
Tanzania,TZA,1944,7007387
Tanzania,TZA,1945,7165359
Tanzania,TZA,1946,7326891
Tanzania,TZA,1947,7492066
Tanzania,TZA,1948,7588350
Tanzania,TZA,1949,7614617
Tanzania,TZA,1950,7650000
Tanzania,TZA,1951,7845000
Tanzania,TZA,1952,8051000
Tanzania,TZA,1953,8267000
Tanzania,TZA,1954,8494000
Tanzania,TZA,1955,8730000
Tanzania,TZA,1956,8975000
Tanzania,TZA,1957,9230000
Tanzania,TZA,1958,9494000
Tanzania,TZA,1959,9768000
Tanzania,TZA,1960,10052000
Tanzania,TZA,1961,10347000
Tanzania,TZA,1962,10652000
Tanzania,TZA,1963,10968000
Tanzania,TZA,1964,11296000
Tanzania,TZA,1965,11635000
Tanzania,TZA,1966,11985000
Tanzania,TZA,1967,12348000
Tanzania,TZA,1968,12726000
Tanzania,TZA,1969,13121000
Tanzania,TZA,1970,13535000
Tanzania,TZA,1971,13972000
Tanzania,TZA,1972,14428000
Tanzania,TZA,1973,14902000
Tanzania,TZA,1974,15389000
Tanzania,TZA,1975,15885000
Tanzania,TZA,1976,16390000
Tanzania,TZA,1977,16905000
Tanzania,TZA,1978,17433000
Tanzania,TZA,1979,17976000
Tanzania,TZA,1980,18538000
Tanzania,TZA,1981,19121000
Tanzania,TZA,1982,19723000
Tanzania,TZA,1983,20345000
Tanzania,TZA,1984,20982000
Tanzania,TZA,1985,21634000
Tanzania,TZA,1986,22296000
Tanzania,TZA,1987,22971000
Tanzania,TZA,1988,23671000
Tanzania,TZA,1989,24412000
Tanzania,TZA,1990,25204000
Tanzania,TZA,1991,26057000
Tanzania,TZA,1992,26961000
Tanzania,TZA,1993,27887000
Tanzania,TZA,1994,28793000
Tanzania,TZA,1995,29649000
Tanzania,TZA,1996,30445000
Tanzania,TZA,1997,31193000
Tanzania,TZA,1998,31924000
Tanzania,TZA,1999,32682000
Tanzania,TZA,2000,33499000
Tanzania,TZA,2001,34386000
Tanzania,TZA,2002,35335000
Tanzania,TZA,2003,36338000
Tanzania,TZA,2004,37380000
Tanzania,TZA,2005,38450000
Tanzania,TZA,2006,39549000
Tanzania,TZA,2007,40681000
Tanzania,TZA,2008,41854000
Tanzania,TZA,2009,43074000
Tanzania,TZA,2010,44347000
Tanzania,TZA,2011,45674000
Tanzania,TZA,2012,47053000
Tanzania,TZA,2013,48483000
Tanzania,TZA,2014,49961000
Tanzania,TZA,2015,51483000
Tanzania,TZA,2016,53049000
Tanzania,TZA,2017,54660000
Tanzania,TZA,2018,56313000
Tanzania,TZA,2019,58005000
Thailand,THA,1901,7568918
Thailand,THA,1902,7651625
Thailand,THA,1903,7745892
Thailand,THA,1904,7844166
Thailand,THA,1905,7946492
Thailand,THA,1906,8050131
Thailand,THA,1907,8152183
Thailand,THA,1908,8258493
Thailand,THA,1909,8370380
Thailand,THA,1910,8488054
Thailand,THA,1911,8606076
Thailand,THA,1912,8739626
Thailand,THA,1913,8875647
Thailand,THA,1914,9014139
Thailand,THA,1915,9155107
Thailand,THA,1916,9297870
Thailand,THA,1917,9458111
Thailand,THA,1918,9632273
Thailand,THA,1919,9826568
Thailand,THA,1920,10024954
Thailand,THA,1921,10227430
Thailand,THA,1922,10443200
Thailand,THA,1923,10672604
Thailand,THA,1924,10915985
Thailand,THA,1925,11164819
Thailand,THA,1926,11419107
Thailand,THA,1927,11697938
Thailand,THA,1928,12002334
Thailand,THA,1929,12333999
Thailand,THA,1930,12675209
Thailand,THA,1931,13025963
Thailand,THA,1932,13369218
Thailand,THA,1933,13704292
Thailand,THA,1934,14030845
Thailand,THA,1935,14364896
Thailand,THA,1936,14706788
Thailand,THA,1937,15025500
Thailand,THA,1938,15320352
Thailand,THA,1939,15590320
Thailand,THA,1940,15865401
Thailand,THA,1941,16143550
Thailand,THA,1942,16467034
Thailand,THA,1943,16835514
Thailand,THA,1944,17252736
Thailand,THA,1945,17678142
Thailand,THA,1946,18114454
Thailand,THA,1947,18552470
Thailand,THA,1948,18992192
Thailand,THA,1949,19830498
Thailand,THA,1950,20710000
Thailand,THA,1951,21263000
Thailand,THA,1952,21838000
Thailand,THA,1953,22437000
Thailand,THA,1954,23061000
Thailand,THA,1955,23711000
Thailand,THA,1956,24390000
Thailand,THA,1957,25097000
Thailand,THA,1958,25834000
Thailand,THA,1959,26600000
Thailand,THA,1960,27397000
Thailand,THA,1961,28224000
Thailand,THA,1962,29081000
Thailand,THA,1963,29967000
Thailand,THA,1964,30881000
Thailand,THA,1965,31823000
Thailand,THA,1966,32789000
Thailand,THA,1967,33779000
Thailand,THA,1968,34791000
Thailand,THA,1969,35827000
Thailand,THA,1970,36885000
Thailand,THA,1971,37963000
Thailand,THA,1972,39059000
Thailand,THA,1973,40160000
Thailand,THA,1974,41252000
Thailand,THA,1975,42326000
Thailand,THA,1976,43377000
Thailand,THA,1977,44406000
Thailand,THA,1978,45413000
Thailand,THA,1979,46402000
Thailand,THA,1980,47374000
Thailand,THA,1981,48326000
Thailand,THA,1982,49256000
Thailand,THA,1983,50174000
Thailand,THA,1984,51095000
Thailand,THA,1985,52027000
Thailand,THA,1986,52980000
Thailand,THA,1987,53946000
Thailand,THA,1988,54892000
Thailand,THA,1989,55772000
Thailand,THA,1990,56558000
Thailand,THA,1991,57232000
Thailand,THA,1992,57811000
Thailand,THA,1993,58338000
Thailand,THA,1994,58875000
Thailand,THA,1995,59467000
Thailand,THA,1996,60130000
Thailand,THA,1997,60847000
Thailand,THA,1998,61585000
Thailand,THA,1999,62299000
Thailand,THA,2000,62953000
Thailand,THA,2001,63539000
Thailand,THA,2002,64069000
Thailand,THA,2003,64550000
Thailand,THA,2004,64995000
Thailand,THA,2005,65416000
Thailand,THA,2006,65813000
Thailand,THA,2007,66182000
Thailand,THA,2008,66531000
Thailand,THA,2009,66867000
Thailand,THA,2010,67195000
Thailand,THA,2011,67518000
Thailand,THA,2012,67836000
Thailand,THA,2013,68145000
Thailand,THA,2014,68439000
Thailand,THA,2015,68715000
Thailand,THA,2016,68971000
Thailand,THA,2017,69210000
Thailand,THA,2018,69428000
Thailand,THA,2019,69626000
Timor,TLS,1901,334334
Timor,TLS,1902,337948
Timor,TLS,1903,341670
Timor,TLS,1904,345434
Timor,TLS,1905,349238
Timor,TLS,1906,353085
Timor,TLS,1907,356873
Timor,TLS,1908,360803
Timor,TLS,1909,364777
Timor,TLS,1910,368795
Timor,TLS,1911,372827
Timor,TLS,1912,376934
Timor,TLS,1913,381085
Timor,TLS,1914,385283
Timor,TLS,1915,389526
Timor,TLS,1916,393817
Timor,TLS,1917,398154
Timor,TLS,1918,402582
Timor,TLS,1919,407048
Timor,TLS,1920,411563
Timor,TLS,1921,416129
Timor,TLS,1922,420745
Timor,TLS,1923,425412
Timor,TLS,1924,430132
Timor,TLS,1925,434903
Timor,TLS,1926,438789
Timor,TLS,1927,441774
Timor,TLS,1928,443845
Timor,TLS,1929,445926
Timor,TLS,1930,448016
Timor,TLS,1931,450116
Timor,TLS,1932,452226
Timor,TLS,1933,454345
Timor,TLS,1934,456475
Timor,TLS,1935,457270
Timor,TLS,1936,456730
Timor,TLS,1937,454854
Timor,TLS,1938,452986
Timor,TLS,1939,451125
Timor,TLS,1940,449272
Timor,TLS,1941,447427
Timor,TLS,1942,445589
Timor,TLS,1943,443758
Timor,TLS,1944,441936
Timor,TLS,1945,440120
Timor,TLS,1946,438312
Timor,TLS,1947,436512
Timor,TLS,1948,434719
Timor,TLS,1949,432933
Timor,TLS,1950,415000
Timor,TLS,1951,419000
Timor,TLS,1952,423000
Timor,TLS,1953,428000
Timor,TLS,1954,433000
Timor,TLS,1955,439000
Timor,TLS,1956,445000
Timor,TLS,1957,452000
Timor,TLS,1958,459000
Timor,TLS,1959,467000
Timor,TLS,1960,475000
Timor,TLS,1961,483000
Timor,TLS,1962,492000
Timor,TLS,1963,501000
Timor,TLS,1964,510000
Timor,TLS,1965,520000
Timor,TLS,1966,529000
Timor,TLS,1967,539000
Timor,TLS,1968,549000
Timor,TLS,1969,560000
Timor,TLS,1970,572000
Timor,TLS,1971,585000
Timor,TLS,1972,600000
Timor,TLS,1973,614000
Timor,TLS,1974,625000
Timor,TLS,1975,629000
Timor,TLS,1976,627000
Timor,TLS,1977,620000
Timor,TLS,1978,610000
Timor,TLS,1979,602000
Timor,TLS,1980,600000
Timor,TLS,1981,604000
Timor,TLS,1982,613000
Timor,TLS,1983,627000
Timor,TLS,1984,642000
Timor,TLS,1985,657000
Timor,TLS,1986,672000
Timor,TLS,1987,686000
Timor,TLS,1988,702000
Timor,TLS,1989,719000
Timor,TLS,1990,738000
Timor,TLS,1991,760000
Timor,TLS,1992,783000
Timor,TLS,1993,807000
Timor,TLS,1994,828000
Timor,TLS,1995,844000
Timor,TLS,1996,855000
Timor,TLS,1997,862000
Timor,TLS,1998,867000
Timor,TLS,1999,873000
Timor,TLS,2000,884000
Timor,TLS,2001,901000
Timor,TLS,2002,923000
Timor,TLS,2003,947000
Timor,TLS,2004,972000
Timor,TLS,2005,995000
Timor,TLS,2006,1016000
Timor,TLS,2007,1036000
Timor,TLS,2008,1055000
Timor,TLS,2009,1074000
Timor,TLS,2010,1094000
Timor,TLS,2011,1113000
Timor,TLS,2012,1133000
Timor,TLS,2013,1153000
Timor,TLS,2014,1174000
Timor,TLS,2015,1196000
Timor,TLS,2016,1219000
Timor,TLS,2017,1243000
Timor,TLS,2018,1268000
Timor,TLS,2019,1293000
Togo,TGO,1901,905096
Togo,TGO,1902,912895
Togo,TGO,1903,920880
Togo,TGO,1904,928934
Togo,TGO,1905,937059
Togo,TGO,1906,945255
Togo,TGO,1907,953351
Togo,TGO,1908,961690
Togo,TGO,1909,970101
Togo,TGO,1910,978586
Togo,TGO,1911,987094
Togo,TGO,1912,995728
Togo,TGO,1913,1004437
Togo,TGO,1914,1013222
Togo,TGO,1915,1022084
Togo,TGO,1916,1031023
Togo,TGO,1917,1040041
Togo,TGO,1918,1049230
Togo,TGO,1919,1058477
Togo,TGO,1920,1067806
Togo,TGO,1921,1077217
Togo,TGO,1922,1086710
Togo,TGO,1923,1096288
Togo,TGO,1924,1105950
Togo,TGO,1925,1115696
Togo,TGO,1926,1125529
Togo,TGO,1927,1135449
Togo,TGO,1928,1145456
Togo,TGO,1929,1155551
Togo,TGO,1930,1165735
Togo,TGO,1931,1176009
Togo,TGO,1932,1186373
Togo,TGO,1933,1196829
Togo,TGO,1934,1207377
Togo,TGO,1935,1218017
Togo,TGO,1936,1228752
Togo,TGO,1937,1239581
Togo,TGO,1938,1250506
Togo,TGO,1939,1261527
Togo,TGO,1940,1272645
Togo,TGO,1941,1283861
Togo,TGO,1942,1295176
Togo,TGO,1943,1306590
Togo,TGO,1944,1318105
Togo,TGO,1945,1329722
Togo,TGO,1946,1341441
Togo,TGO,1947,1353264
Togo,TGO,1948,1365190
Togo,TGO,1949,1377222
Togo,TGO,1950,1395000
Togo,TGO,1951,1425000
Togo,TGO,1952,1442000
Togo,TGO,1953,1452000
Togo,TGO,1954,1462000
Togo,TGO,1955,1474000
Togo,TGO,1956,1491000
Togo,TGO,1957,1512000
Togo,TGO,1958,1536000
Togo,TGO,1959,1560000
Togo,TGO,1960,1581000
Togo,TGO,1961,1598000
Togo,TGO,1962,1613000
Togo,TGO,1963,1632000
Togo,TGO,1964,1662000
Togo,TGO,1965,1709000
Togo,TGO,1966,1774000
Togo,TGO,1967,1855000
Togo,TGO,1968,1946000
Togo,TGO,1969,2035000
Togo,TGO,1970,2116000
Togo,TGO,1971,2186000
Togo,TGO,1972,2248000
Togo,TGO,1973,2303000
Togo,TGO,1974,2357000
Togo,TGO,1975,2410000
Togo,TGO,1976,2464000
Togo,TGO,1977,2518000
Togo,TGO,1978,2576000
Togo,TGO,1979,2643000
Togo,TGO,1980,2721000
Togo,TGO,1981,2812000
Togo,TGO,1982,2916000
Togo,TGO,1983,3027000
Togo,TGO,1984,3141000
Togo,TGO,1985,3253000
Togo,TGO,1986,3363000
Togo,TGO,1987,3472000
Togo,TGO,1988,3577000
Togo,TGO,1989,3679000
Togo,TGO,1990,3774000
Togo,TGO,1991,3863000
Togo,TGO,1992,3946000
Togo,TGO,1993,4029000
Togo,TGO,1994,4121000
Togo,TGO,1995,4226000
Togo,TGO,1996,4349000
Togo,TGO,1997,4486000
Togo,TGO,1998,4632000
Togo,TGO,1999,4780000
Togo,TGO,2000,4924000
Togo,TGO,2001,5063000
Togo,TGO,2002,5197000
Togo,TGO,2003,5331000
Togo,TGO,2004,5468000
Togo,TGO,2005,5612000
Togo,TGO,2006,5763000
Togo,TGO,2007,5920000
Togo,TGO,2008,6083000
Togo,TGO,2009,6251000
Togo,TGO,2010,6422000
Togo,TGO,2011,6596000
Togo,TGO,2012,6774000
Togo,TGO,2013,6955000
Togo,TGO,2014,7138000
Togo,TGO,2015,7323000
Togo,TGO,2016,7510000
Togo,TGO,2017,7698000
Togo,TGO,2018,7889000
Togo,TGO,2019,8082000
Tokelau,TKL,1950,2000
Tokelau,TKL,1951,2000
Tokelau,TKL,1952,1000
Tokelau,TKL,1953,2000
Tokelau,TKL,1954,2000
Tokelau,TKL,1955,2000
Tokelau,TKL,1956,2000
Tokelau,TKL,1957,2000
Tokelau,TKL,1958,2000
Tokelau,TKL,1959,2000
Tokelau,TKL,1960,2000
Tokelau,TKL,1961,2000
Tokelau,TKL,1962,2000
Tokelau,TKL,1963,2000
Tokelau,TKL,1964,2000
Tokelau,TKL,1965,2000
Tokelau,TKL,1966,2000
Tokelau,TKL,1967,2000
Tokelau,TKL,1968,2000
Tokelau,TKL,1969,2000
Tokelau,TKL,1970,2000
Tokelau,TKL,1971,2000
Tokelau,TKL,1972,2000
Tokelau,TKL,1973,2000
Tokelau,TKL,1974,2000
Tokelau,TKL,1975,2000
Tokelau,TKL,1976,2000
Tokelau,TKL,1977,2000
Tokelau,TKL,1978,2000
Tokelau,TKL,1979,2000
Tokelau,TKL,1980,2000
Tokelau,TKL,1981,2000
Tokelau,TKL,1982,2000
Tokelau,TKL,1983,2000
Tokelau,TKL,1984,2000
Tokelau,TKL,1985,2000
Tokelau,TKL,1986,2000
Tokelau,TKL,1987,2000
Tokelau,TKL,1988,2000
Tokelau,TKL,1989,2000
Tokelau,TKL,1990,2000
Tokelau,TKL,1991,2000
Tokelau,TKL,1992,2000
Tokelau,TKL,1993,2000
Tokelau,TKL,1994,2000
Tokelau,TKL,1995,2000
Tokelau,TKL,1996,2000
Tokelau,TKL,1997,2000
Tokelau,TKL,1998,2000
Tokelau,TKL,1999,2000
Tokelau,TKL,2000,2000
Tokelau,TKL,2001,2000
Tokelau,TKL,2002,1000
Tokelau,TKL,2003,1000
Tokelau,TKL,2004,1000
Tokelau,TKL,2005,1000
Tokelau,TKL,2006,1000
Tokelau,TKL,2007,1000
Tokelau,TKL,2008,1000
Tokelau,TKL,2009,1000
Tokelau,TKL,2010,1000
Tokelau,TKL,2011,1000
Tokelau,TKL,2012,1000
Tokelau,TKL,2013,1000
Tokelau,TKL,2014,1000
Tokelau,TKL,2015,1000
Tokelau,TKL,2016,1000
Tokelau,TKL,2017,1000
Tokelau,TKL,2018,1000
Tokelau,TKL,2019,1000
Tonga,TON,1901,20704
Tonga,TON,1902,20899
Tonga,TON,1903,21146
Tonga,TON,1904,21411
Tonga,TON,1905,21696
Tonga,TON,1906,21892
Tonga,TON,1907,22086
Tonga,TON,1908,22287
Tonga,TON,1909,22489
Tonga,TON,1910,22689
Tonga,TON,1911,22891
Tonga,TON,1912,23087
Tonga,TON,1913,23278
Tonga,TON,1914,23472
Tonga,TON,1915,23666
Tonga,TON,1916,23863
Tonga,TON,1917,24061
Tonga,TON,1918,24263
Tonga,TON,1919,24466
Tonga,TON,1920,24671
Tonga,TON,1921,24932
Tonga,TON,1922,25251
Tonga,TON,1923,25628
Tonga,TON,1924,26011
Tonga,TON,1925,26400
Tonga,TON,1926,26795
Tonga,TON,1927,27196
Tonga,TON,1928,27602
Tonga,TON,1929,28015
Tonga,TON,1930,28434
Tonga,TON,1931,28908
Tonga,TON,1932,29440
Tonga,TON,1933,30032
Tonga,TON,1934,30635
Tonga,TON,1935,31250
Tonga,TON,1936,31878
Tonga,TON,1937,32518
Tonga,TON,1938,33171
Tonga,TON,1939,33952
Tonga,TON,1940,34868
Tonga,TON,1941,35925
Tonga,TON,1942,37014
Tonga,TON,1943,38136
Tonga,TON,1944,39292
Tonga,TON,1945,40483
Tonga,TON,1946,41710
Tonga,TON,1947,42974
Tonga,TON,1948,44276
Tonga,TON,1949,45618
Tonga,TON,1950,47000
Tonga,TON,1951,49000
Tonga,TON,1952,51000
Tonga,TON,1953,53000
Tonga,TON,1954,54000
Tonga,TON,1955,55000
Tonga,TON,1956,56000
Tonga,TON,1957,57000
Tonga,TON,1958,58000
Tonga,TON,1959,60000
Tonga,TON,1960,62000
Tonga,TON,1961,64000
Tonga,TON,1962,66000
Tonga,TON,1963,69000
Tonga,TON,1964,72000
Tonga,TON,1965,74000
Tonga,TON,1966,77000
Tonga,TON,1967,79000
Tonga,TON,1968,81000
Tonga,TON,1969,83000
Tonga,TON,1970,84000
Tonga,TON,1971,85000
Tonga,TON,1972,86000
Tonga,TON,1973,87000
Tonga,TON,1974,88000
Tonga,TON,1975,88000
Tonga,TON,1976,89000
Tonga,TON,1977,90000
Tonga,TON,1978,91000
Tonga,TON,1979,92000
Tonga,TON,1980,93000
Tonga,TON,1981,93000
Tonga,TON,1982,94000
Tonga,TON,1983,94000
Tonga,TON,1984,94000
Tonga,TON,1985,94000
Tonga,TON,1986,94000
Tonga,TON,1987,94000
Tonga,TON,1988,95000
Tonga,TON,1989,95000
Tonga,TON,1990,95000
Tonga,TON,1991,95000
Tonga,TON,1992,95000
Tonga,TON,1993,96000
Tonga,TON,1994,96000
Tonga,TON,1995,96000
Tonga,TON,1996,96000
Tonga,TON,1997,97000
Tonga,TON,1998,97000
Tonga,TON,1999,97000
Tonga,TON,2000,98000
Tonga,TON,2001,98000
Tonga,TON,2002,99000
Tonga,TON,2003,100000
Tonga,TON,2004,100000
Tonga,TON,2005,101000
Tonga,TON,2006,102000
Tonga,TON,2007,103000
Tonga,TON,2008,103000
Tonga,TON,2009,104000
Tonga,TON,2010,104000
Tonga,TON,2011,104000
Tonga,TON,2012,103000
Tonga,TON,2013,102000
Tonga,TON,2014,101000
Tonga,TON,2015,101000
Tonga,TON,2016,101000
Tonga,TON,2017,102000
Tonga,TON,2018,103000
Tonga,TON,2019,104000
Trinidad and Tobago,TTO,1901,277257
Trinidad and Tobago,TTO,1902,283696
Trinidad and Tobago,TTO,1903,290032
Trinidad and Tobago,TTO,1904,296414
Trinidad and Tobago,TTO,1905,302823
Trinidad and Tobago,TTO,1906,309349
Trinidad and Tobago,TTO,1907,315810
Trinidad and Tobago,TTO,1908,322614
Trinidad and Tobago,TTO,1909,329625
Trinidad and Tobago,TTO,1910,336844
Trinidad and Tobago,TTO,1911,344067
Trinidad and Tobago,TTO,1912,351295
Trinidad and Tobago,TTO,1913,357847
Trinidad and Tobago,TTO,1914,363724
Trinidad and Tobago,TTO,1915,368924
Trinidad and Tobago,TTO,1916,374468
Trinidad and Tobago,TTO,1917,380014
Trinidad and Tobago,TTO,1918,385416
Trinidad and Tobago,TTO,1919,390854
Trinidad and Tobago,TTO,1920,387115
Trinidad and Tobago,TTO,1921,383037
Trinidad and Tobago,TTO,1922,378618
Trinidad and Tobago,TTO,1923,382697
Trinidad and Tobago,TTO,1924,386435
Trinidad and Tobago,TTO,1925,389494
Trinidad and Tobago,TTO,1926,392553
Trinidad and Tobago,TTO,1927,395952
Trinidad and Tobago,TTO,1928,400370
Trinidad and Tobago,TTO,1929,406148
Trinidad and Tobago,TTO,1930,412945
Trinidad and Tobago,TTO,1931,419403
Trinidad and Tobago,TTO,1932,425181
Trinidad and Tobago,TTO,1933,430619
Trinidad and Tobago,TTO,1934,436737
Trinidad and Tobago,TTO,1935,443534
Trinidad and Tobago,TTO,1936,451011
Trinidad and Tobago,TTO,1937,458828
Trinidad and Tobago,TTO,1938,466985
Trinidad and Tobago,TTO,1939,475822
Trinidad and Tobago,TTO,1940,487378
Trinidad and Tobago,TTO,1941,502332
Trinidad and Tobago,TTO,1942,518986
Trinidad and Tobago,TTO,1943,533940
Trinidad and Tobago,TTO,1944,546516
Trinidad and Tobago,TTO,1945,558751
Trinidad and Tobago,TTO,1946,574725
Trinidad and Tobago,TTO,1947,592738
Trinidad and Tobago,TTO,1948,611431
Trinidad and Tobago,TTO,1949,629444
Trinidad and Tobago,TTO,1950,646000
Trinidad and Tobago,TTO,1951,659000
Trinidad and Tobago,TTO,1952,676000
Trinidad and Tobago,TTO,1953,695000
Trinidad and Tobago,TTO,1954,717000
Trinidad and Tobago,TTO,1955,740000
Trinidad and Tobago,TTO,1956,763000
Trinidad and Tobago,TTO,1957,786000
Trinidad and Tobago,TTO,1958,808000
Trinidad and Tobago,TTO,1959,829000
Trinidad and Tobago,TTO,1960,848000
Trinidad and Tobago,TTO,1961,865000
Trinidad and Tobago,TTO,1962,879000
Trinidad and Tobago,TTO,1963,892000
Trinidad and Tobago,TTO,1964,903000
Trinidad and Tobago,TTO,1965,912000
Trinidad and Tobago,TTO,1966,919000
Trinidad and Tobago,TTO,1967,925000
Trinidad and Tobago,TTO,1968,931000
Trinidad and Tobago,TTO,1969,937000
Trinidad and Tobago,TTO,1970,945000
Trinidad and Tobago,TTO,1971,956000
Trinidad and Tobago,TTO,1972,968000
Trinidad and Tobago,TTO,1973,982000
Trinidad and Tobago,TTO,1974,996000
Trinidad and Tobago,TTO,1975,1011000
Trinidad and Tobago,TTO,1976,1025000
Trinidad and Tobago,TTO,1977,1039000
Trinidad and Tobago,TTO,1978,1054000
Trinidad and Tobago,TTO,1979,1069000
Trinidad and Tobago,TTO,1980,1085000
Trinidad and Tobago,TTO,1981,1102000
Trinidad and Tobago,TTO,1982,1120000
Trinidad and Tobago,TTO,1983,1138000
Trinidad and Tobago,TTO,1984,1155000
Trinidad and Tobago,TTO,1985,1170000
Trinidad and Tobago,TTO,1986,1183000
Trinidad and Tobago,TTO,1987,1195000
Trinidad and Tobago,TTO,1988,1204000
Trinidad and Tobago,TTO,1989,1213000
Trinidad and Tobago,TTO,1990,1221000
Trinidad and Tobago,TTO,1991,1229000
Trinidad and Tobago,TTO,1992,1237000
Trinidad and Tobago,TTO,1993,1244000
Trinidad and Tobago,TTO,1994,1250000
Trinidad and Tobago,TTO,1995,1254000
Trinidad and Tobago,TTO,1996,1258000
Trinidad and Tobago,TTO,1997,1260000
Trinidad and Tobago,TTO,1998,1262000
Trinidad and Tobago,TTO,1999,1264000
Trinidad and Tobago,TTO,2000,1267000
Trinidad and Tobago,TTO,2001,1272000
Trinidad and Tobago,TTO,2002,1277000
Trinidad and Tobago,TTO,2003,1284000
Trinidad and Tobago,TTO,2004,1290000
Trinidad and Tobago,TTO,2005,1296000
Trinidad and Tobago,TTO,2006,1303000
Trinidad and Tobago,TTO,2007,1308000
Trinidad and Tobago,TTO,2008,1314000
Trinidad and Tobago,TTO,2009,1321000
Trinidad and Tobago,TTO,2010,1328000
Trinidad and Tobago,TTO,2011,1336000
Trinidad and Tobago,TTO,2012,1345000
Trinidad and Tobago,TTO,2013,1354000
Trinidad and Tobago,TTO,2014,1362000
Trinidad and Tobago,TTO,2015,1370000
Trinidad and Tobago,TTO,2016,1378000
Trinidad and Tobago,TTO,2017,1384000
Trinidad and Tobago,TTO,2018,1390000
Trinidad and Tobago,TTO,2019,1395000
Tunisia,TUN,1901,1670077
Tunisia,TUN,1902,1688380
Tunisia,TUN,1903,1707214
Tunisia,TUN,1904,1726258
Tunisia,TUN,1905,1745515
Tunisia,TUN,1906,1764986
Tunisia,TUN,1907,1784190
Tunisia,TUN,1908,1804092
Tunisia,TUN,1909,1824216
Tunisia,TUN,1910,1844564
Tunisia,TUN,1911,1864995
Tunisia,TUN,1912,1885798
Tunisia,TUN,1913,1910946
Tunisia,TUN,1914,1940562
Tunisia,TUN,1915,1974771
Tunisia,TUN,1916,2009583
Tunisia,TUN,1917,2045008
Tunisia,TUN,1918,2080210
Tunisia,TUN,1919,2116233
Tunisia,TUN,1920,2152880
Tunisia,TUN,1921,2190161
Tunisia,TUN,1922,2228089
Tunisia,TUN,1923,2266673
Tunisia,TUN,1924,2305925
Tunisia,TUN,1925,2345857
Tunisia,TUN,1926,2386480
Tunisia,TUN,1927,2427807
Tunisia,TUN,1928,2469850
Tunisia,TUN,1929,2512621
Tunisia,TUN,1930,2556132
Tunisia,TUN,1931,2600397
Tunisia,TUN,1932,2645428
Tunisia,TUN,1933,2691239
Tunisia,TUN,1934,2737844
Tunisia,TUN,1935,2785255
Tunisia,TUN,1936,2833488
